393,237,48,60
394,236,48,60
397,234,48,60
400,235,47,59
403,232,47,59
406,232,47,58
408,230,47,58
409,231,47,58
409,230,47,59
410,228,46,57
412,229,45,57
412,230,45,56
414,234,44,56
413,242,45,56
414,246,44,55
415,251,44,56
419,258,44,55
420,260,45,56
424,264,45,57
427,268,45,56
427,280,44,56
431,278,44,55
433,276,44,55
436,277,43,54
440,277,43,54
439,277,44,55
440,279,43,54
438,278,44,55
437,280,44,55
439,273,43,54
440,266,43,54
439,262,43,54
438,256,42,53
435,252,43,54
430,247,43,54
425,243,44,55
420,238,44,55
414,234,44,55
410,227,44,55
404,223,44,56
399,215,45,57
395,210,46,57
388,199,46,58
383,194,47,59
374,185,49,61
368,176,50,62
364,171,50,62
359,166,50,63
354,158,51,64
352,152,52,65
344,141,53,67
340,132,54,67
334,118,55,68
324,110,55,69
314,102,56,70
306,93,55,68
297,91,55,68
292,85,54,68
283,83,54,67
277,85,52,66
271,86,53,66
265,89,52,65
260,89,53,66
253,88,53,66
251,85,53,66
246,82,53,67
250,76,53,66
256,72,54,67
266,58,53,67
278,43,53,67
292,36,54,67
307,31,53,67
325,25,54,67
342,27,54,68
360,31,54,67
376,37,53,66
392,40,53,66
392,96,53,66
426,92,52,65
442,116,53,66
437,112,53,66
437,111,53,66
426,97,51,64
390,70,51,64
335,35,51,64
316,17,51,63
296,18,51,63
278,22,51,64
268,29,52,65
263,33,51,64
267,36,50,63
274,38,51,63
287,39,50,63
304,35,51,64
326,36,51,64
348,51,51,64
356,79,51,64
388,86,51,64
412,109,51,63
429,139,51,64
429,156,50,63
440,168,50,63
425,175,51,63
431,184,51,64
421,176,50,63
380,185,50,62
360,180,49,62
378,156,49,62
368,157,49,62
348,159,49,61
331,161,48,60
313,169,48,60
299,175,48,60
285,183,48,60
277,192,48,60
274,194,49,61
278,194,50,62
287,195,50,63
303,195,51,64
312,182,51,63
332,179,51,64
358,187,51,63
378,189,51,64
399,200,52,65
418,209,51,64
436,222,52,65
451,237,51,64
460,256,51,64
458,256,50,63
462,262,50,63
456,263,50,63
456,267,51,64
458,273,52,65
443,259,52,65
439,259,51,64
393,244,51,64
386,241,51,64
374,245,51,64
362,249,52,65
352,259,52,66
345,268,52,65
341,279,52,65
339,289,52,65
345,300,52,65
351,312,53,66
359,322,52,65
370,324,52,66
383,329,52,65
395,327,52,65
407,323,52,65
421,320,52,66
434,316,52,65
442,308,51,64
450,300,51,64
457,293,50,63
480,274,50,63
531,251,50,62
541,231,50,62
542,215,50,62
538,203,49,61
539,184,49,61
531,173,49,61
527,149,48,61
537,142,48,60
530,124,49,61
527,116,49,61
522,105,50,62
518,92,50,62
514,81,50,62
511,80,50,63
507,76,51,63
504,75,51,63
500,76,51,64
495,77,51,64
491,78,51,64
486,82,51,64
479,80,53,66
474,82,53,66
469,83,53,66
464,83,53,66
459,84,54,67
453,85,54,68
446,85,55,68
441,84,55,68
436,84,55,69
429,82,55,68
424,83,55,69
421,85,54,68
414,85,54,68
411,88,54,67
408,89,53,67
404,87,53,67
403,88,53,66
401,83,53,67
400,82,55,68
403,80,55,69
404,80,55,69
408,77,55,69
410,76,55,69
416,74,55,69
423,80,54,68
429,81,55,68
435,81,55,68
440,83,55,69
442,81,55,69
445,81,55,69
446,83,55,69
447,88,56,70
446,82,57,71
448,81,57,72
449,79,58,72
446,81,58,72
443,81,58,73
441,81,58,72
437,80,58,73
432,83,59,73
428,80,59,74
426,80,60,75
421,80,59,74
417,79,60,75
409,77,61,76
404,76,61,76
395,79,61,76
386,81,61,77
381,79,61,77
375,79,61,76
373,73,62,77
368,73,62,77
366,70,62,77
365,71,61,76
364,69,62,78
366,71,63,79
367,70,62,78
371,70,62,78
374,68,63,78
376,65,63,79
385,71,63,79
391,71,64,80
397,75,64,80
400,71,64,80
399,78,64,80
401,75,63,79
400,76,63,79
397,80,62,78
395,84,62,78
392,85,63,79
392,91,63,79
387,101,63,79
385,101,63,79
384,105,63,79
382,111,64,80
379,119,64,80
379,118,63,79
378,123,64,80
372,127,66,83
370,134,67,84
367,136,69,87
366,142,70,88
364,140,71,89
359,143,73,91
361,140,74,93
362,141,74,93
363,141,74,93
360,140,73,92
359,147,74,92
357,145,74,92
357,137,76,95
353,138,76,95
348,132,78,98
346,133,79,99
345,132,81,101
348,135,80,100
346,139,79,98
345,137,80,100
339,136,82,102
344,140,82,102
345,144,82,102
345,145,82,103
338,144,83,104
342,142,83,104
338,142,84,106
338,143,83,104
348,143,83,103
345,140,83,104
344,137,82,102
341,137,81,102
344,131,80,100
339,132,80,100
337,132,79,99
338,130,78,97
336,130,78,97
335,133,77,97
333,135,77,96
334,137,78,97
331,140,77,96
327,139,77,96
325,143,77,96
328,144,77,96
325,145,77,96
326,143,77,96
328,146,76,96
327,147,76,95
330,151,75,94
330,149,76,95
329,152,76,96
331,147,77,96
331,149,75,94
329,149,75,93
329,149,76,95
325,156,76,96
323,156,78,97
322,159,77,96
318,170,78,97
314,165,79,99
311,166,80,100
311,169,80,100
310,164,81,101
311,161,79,99
311,158,82,102
313,159,81,102
313,159,83,104
313,161,82,103
314,155,83,103
314,153,84,106
320,152,85,106
321,150,84,106
325,148,85,106
330,150,84,105
334,147,84,105
331,146,85,106
333,145,86,108
337,147,86,108
341,146,85,107
343,147,85,106
346,148,85,106
345,145,86,107
350,141,85,107
353,138,85,106
359,137,86,107
362,134,88,110
363,132,88,110
365,130,88,110
369,124,88,110
374,122,87,109
376,120,87,109
379,116,88,110
382,115,87,109
386,109,88,110
386,111,88,110
388,108,86,108
391,108,86,108
392,105,87,109
396,99,88,110
401,96,88,110
400,98,87,109
406,96,86,108
409,88,86,107
409,84,87,109
406,78,89,111
406,74,90,112
404,65,89,112
402,53,91,113
401,47,91,114
399,40,91,114
394,36,91,114
396,27,91,114
394,23,90,112
392,21,90,113
396,16,90,112
393,14,89,111
390,14,90,112
389,13,89,111
388,18,88,110
391,16,85,107
389,23,86,108
388,25,86,108
388,31,85,107
387,35,85,107
386,37,84,105
384,44,84,106
381,48,83,104
378,52,82,103
374,48,84,105
370,46,84,106
369,46,84,105
366,44,83,104
365,40,83,104
366,36,83,104
364,32,83,104
366,24,82,103
371,26,83,104
369,24,84,105
374,19,83,104
379,21,82,103
379,22,82,103
383,27,82,103
389,24,82,103
388,24,83,103
394,29,83,103
394,31,82,103
395,30,83,104
396,30,83,104
397,32,84,105
396,32,85,106
396,29,85,106
400,30,84,105
400,30,83,104
404,29,83,104
402,32,83,103
406,31,84,105
403,33,85,106
406,34,85,107
400,37,86,108
398,34,87,108
394,39,86,108
390,40,86,107
387,41,86,108
380,45,85,106
372,51,86,107
363,47,85,107
352,51,85,107
344,48,87,109
335,48,88,111
329,49,88,110
329,47,87,109
326,46,88,110
328,49,86,107
328,49,85,106
334,47,85,106
338,51,85,107
341,50,84,105
347,48,84,105
351,49,83,104
357,51,82,103
359,52,82,102
358,52,80,100
357,54,80,100
359,56,79,99
360,59,79,98
354,58,78,98
352,59,78,97
349,56,77,97
348,59,77,96
340,56,78,97
338,55,77,96
334,58,76,96
329,55,76,95
322,55,77,96
323,51,78,97
317,53,79,99
311,52,79,99
309,51,79,99
303,48,80,101
296,48,81,101
293,47,82,103
291,49,83,103
288,44,82,103
286,45,83,104
281,40,82,102
280,38,83,104
275,39,83,103
277,37,84,105
275,35,85,106
269,37,86,108
269,36,86,108
267,35,86,107
263,34,87,109
260,37,88,110
256,39,88,110
250,41,88,110
246,39,89,112
240,40,90,112
237,39,89,112
235,41,87,109
231,37,90,112
228,42,90,113
230,39,89,112
231,38,89,111
228,40,89,112
231,40,89,112
237,41,90,112
242,40,89,111
246,39,89,111
248,41,87,109
252,38,87,109
252,34,88,111
259,31,87,109
262,26,86,108
270,21,87,108
270,18,87,109
274,13,88,111
277,12,89,111
279,8,89,111
280,5,89,112
282,0,91,114
283,0,92,115
284,0,91,114
286,0,91,114
289,0,89,111
288,3,89,111
290,12,88,110
288,15,87,109
285,22,86,108
282,28,86,107
279,38,86,108
277,49,86,108
276,56,87,109
273,68,86,108
273,74,85,106
273,81,85,106
274,86,85,106
270,93,86,108
267,97,86,107
261,104,88,110
263,106,86,107
262,110,85,106
265,114,85,106
258,116,86,108
259,116,87,109
254,119,87,109
257,123,88,110
255,122,86,108
257,126,87,109
251,120,89,111
251,120,88,111
249,120,90,112
245,115,91,114
243,118,90,113
241,116,89,112
236,115,89,112
238,116,88,110
234,114,88,110
224,110,89,111
220,107,86,108
214,101,85,107
214,99,86,107
210,93,85,106
201,87,83,104
202,83,82,103
197,75,81,101
194,67,82,103
193,65,84,105
192,56,82,102
193,53,81,102
193,49,81,101
191,44,81,101
194,40,82,102
195,35,82,103
190,31,82,102
192,33,79,99
194,37,80,100
190,37,80,100
197,44,79,98
195,52,79,99
196,59,79,99
195,65,78,98
203,72,78,97
202,74,77,97
202,77,78,98
204,80,78,97
206,82,79,99
204,80,79,99
205,73,80,100
204,68,78,98
204,64,78,98
207,57,78,98
208,50,78,97
213,39,78,97
216,30,77,97
217,20,77,97
222,13,77,97
227,0,77,97
234,0,76,95
240,0,74,93
246,0,72,90
254,0,70,88
260,0,68,85
271,0,67,84
285,0,66,83
300,0,65,82
315,0,64,80
332,0,63,79
351,0,62,78
372,0,60,75
388,0,61,76
405,0,60,75
417,0,61,76
428,3,62,77
437,7,61,77
445,12,61,77
455,8,61,77
459,11,62,78
467,9,63,78
472,7,62,78
475,4,63,79
479,3,64,80
484,0,66,82
487,0,65,81
488,0,64,81
488,0,65,81
489,0,64,80
486,0,62,78
486,0,62,77
482,0,59,74
479,0,59,74
479,0,57,72
477,0,56,70
476,0,54,68
478,0,52,66
480,0,51,64
481,0,50,62
482,0,49,61
485,0,48,60
486,0,47,59
487,0,47,58
489,0,46,57
488,0,46,58
490,0,45,57
491,0,45,56
496,0,44,55
498,0,43,54
502,0,42,52
506,0,42,52
511,0,43,53
519,0,43,54
531,0,43,53
546,0,42,53
553,0,43,54
554,7,44,55
563,0,44,55
570,0,44,55
576,0,43,54
581,0,42,53
592,15,42,53
595,18,43,54
595,14,43,54
595,17,43,54
596,17,42,53
597,12,41,51
598,15,40,51
599,12,39,49
600,11,38,48
601,20,37,46
601,8,37,47
599,0,39,49
601,0,37,46
603,0,35,44
604,0,34,43
605,0,33,41
606,13,32,41
