322,172,40,88
322,172,40,89
322,172,40,88
322,170,40,88
321,170,40,88
322,170,40,88
322,170,40,88
323,169,40,89
323,170,40,89
322,170,40,89
321,170,40,89
321,167,41,90
319,168,40,90
321,168,40,89
321,170,40,89
320,170,40,89
321,167,40,89
321,167,41,90
322,171,41,90
320,169,40,90
320,168,41,90
321,168,41,91
320,168,41,91
320,170,41,91
320,169,41,92
318,165,42,93
317,170,41,91
316,169,41,92
314,167,42,93
316,167,42,92
316,168,42,93
318,167,42,92
317,165,42,93
317,168,43,94
318,167,43,95
319,167,43,94
317,166,42,93
321,169,42,94
320,167,42,93
321,170,42,93
321,169,42,93
322,168,41,92
321,167,41,91
323,170,41,91
323,167,40,90
322,168,41,90
322,169,40,88
320,169,40,89
319,167,41,91
316,167,41,91
315,169,41,92
313,169,41,90
312,168,41,90
310,169,40,90
310,169,40,89
308,169,41,90
308,169,40,90
306,169,40,89
305,169,41,90
301,165,41,90
299,170,41,90
295,169,41,91
296,169,41,91
295,170,41,91
292,169,42,93
291,170,43,94
291,166,43,95
291,164,43,95
289,169,43,95
288,167,43,95
287,166,43,95
288,168,42,94
289,170,42,94
286,166,43,95
286,169,43,95
286,169,42,94
284,168,42,94
283,168,42,93
284,164,43,95
282,166,43,96
283,169,43,94
283,168,42,92
284,166,41,92
284,170,41,91
285,170,40,89
285,170,40,90
285,169,40,89
287,170,40,89
288,169,40,89
289,170,41,91
291,168,41,91
293,167,41,90
296,166,41,91
298,167,41,90
299,169,41,90
301,170,41,90
304,167,41,91
302,168,41,92
305,167,41,91
305,170,42,93
305,166,42,92
306,169,41,91
302,169,41,92
302,168,42,94
299,170,43,95
299,166,43,96
294,166,43,96
293,164,44,97
290,168,43,95
292,169,43,94
292,170,42,93
290,167,42,93
290,164,42,93
295,170,42,92
301,169,41,92
305,171,41,91
310,168,42,93
315,172,42,94
320,171,42,93
326,170,41,92
330,168,42,93
334,170,42,94
340,170,42,94
345,170,42,94
346,169,42,94
349,169,43,94
344,169,43,96
343,170,43,95
340,170,44,96
337,173,44,97
333,168,44,97
334,170,43,96
324,167,43,96
316,169,43,96
309,168,44,97
303,171,43,96
295,169,44,97
291,169,44,97
289,167,44,97
285,172,44,97
283,170,44,97
280,170,44,97
281,170,44,97
280,168,44,98
281,170,44,97
281,171,44,98
285,169,44,98
283,169,45,99
280,168,45,101
279,169,45,101
281,167,46,101
274,167,46,102
273,166,46,101
267,167,46,101
262,168,46,101
257,166,46,102
253,168,46,102
250,168,46,103
248,168,46,102
248,166,46,103
245,167,46,102
242,169,46,101
239,170,45,101
241,170,46,102
241,170,47,103
242,170,47,103
242,172,47,103
244,170,47,104
242,170,47,105
245,166,48,106
245,166,49,107
248,168,49,108
251,165,49,108
247,167,49,109
247,164,49,109
246,168,49,108
246,165,49,109
247,166,49,109
245,166,49,109
245,169,50,110
249,165,50,111
248,168,50,111
245,164,51,112
247,164,51,112
245,169,50,110
247,169,49,109
245,168,49,107
248,170,49,107
253,170,49,107
259,169,49,109
267,168,49,108
275,165,49,109
285,168,49,109
288,167,49,108
294,168,48,107
295,169,49,108
297,169,49,109
296,168,49,108
291,167,49,108
287,168,49,108
281,169,48,107
277,169,47,104
269,171,47,104
263,170,46,102
251,171,46,103
249,168,47,103
243,168,46,102
236,170,46,102
234,173,46,102
228,170,47,104
226,171,47,105
224,170,47,105
224,167,48,106
222,172,48,106
219,178,47,105
219,174,48,106
212,177,48,106
211,177,48,107
209,176,48,106
207,179,48,105
207,177,49,108
206,177,49,108
205,175,48,107
202,176,48,107
200,174,49,108
202,172,49,109
199,173,49,109
202,173,49,108
203,173,49,108
204,174,48,107
204,175,48,107
200,174,48,106
204,170,48,107
201,175,48,106
203,176,48,105
204,172,48,107
204,171,48,107
203,168,49,108
203,170,49,108
202,171,49,108
202,170,49,108
200,169,49,108
200,169,48,107
200,167,48,106
195,171,49,107
193,169,48,107
186,167,49,108
183,174,48,105
180,168,48,107
174,170,48,106
163,174,48,106
159,171,47,105
156,170,47,105
156,173,47,105
155,172,48,106
155,173,48,105
158,174,48,107
160,175,48,107
161,175,48,106
161,180,48,106
162,177,48,107
162,176,49,107
163,182,49,108
163,178,49,108
161,181,50,110
161,178,50,110
164,177,50,110
163,182,49,109
163,183,48,107
166,184,48,106
165,186,48,106
166,185,49,107
168,183,49,107
168,185,49,108
169,186,49,107
168,183,49,109
170,179,50,110
169,183,50,110
169,180,49,109
170,179,49,109
167,184,48,107
165,183,48,105
161,183,47,105
157,184,47,105
156,177,48,107
153,182,48,107
154,178,49,109
153,184,49,109
154,176,49,108
155,180,50,110
155,176,50,111
156,182,50,111
158,182,51,112
160,182,50,110
161,181,51,112
163,184,51,113
164,185,51,114
166,184,51,113
167,184,51,114
171,183,52,114
170,185,51,113
174,186,50,111
176,190,49,109
180,189,49,108
182,190,49,109
182,189,48,107
184,189,49,108
186,192,48,106
184,190,48,106
190,189,47,103
191,189,47,104
194,189,46,101
197,190,46,101
194,190,46,101
194,191,45,101
194,190,45,100
195,188,45,100
194,187,45,101
192,185,46,102
194,183,47,104
195,185,47,104
195,184,47,104
194,183,46,102
192,184,47,104
194,183,47,103
190,184,47,103
185,185,47,104
179,183,47,104
174,180,47,103
171,181,47,104
168,178,47,105
163,177,47,103
161,178,46,101
161,176,47,104
162,181,47,103
161,182,47,103
162,185,47,105
166,186,48,106
165,186,48,106
166,185,48,106
167,184,48,106
171,184,47,105
177,186,47,104
184,180,48,105
189,183,48,106
196,181,48,107
203,186,48,106
211,184,48,105
215,184,48,105
226,188,47,104
230,188,47,104
237,188,47,103
243,191,47,105
244,188,47,104
246,186,46,103
247,186,47,103
247,187,46,102
247,184,46,102
249,189,46,101
249,187,46,103
249,185,47,104
250,189,46,102
249,190,46,101
248,191,45,101
248,190,46,101
245,190,45,99
244,189,46,101
243,188,46,102
244,189,45,100
246,189,45,101
246,190,45,100
248,187,45,100
247,185,46,101
248,189,45,100
249,191,45,101
250,184,45,100
251,189,46,101
248,186,47,103
248,182,48,105
249,183,47,105
248,180,48,105
249,182,48,106
248,181,48,107
248,176,48,106
249,183,48,106
246,180,49,109
248,181,49,109
248,180,49,108
247,180,50,110
247,176,49,109
248,175,50,111
249,182,50,110
249,177,50,112
249,174,51,112
249,176,50,111
250,175,50,111
251,175,50,112
249,179,50,111
249,176,50,112
250,178,50,111
247,178,50,110
250,176,49,109
249,180,49,108
245,177,50,110
242,179,49,109
237,176,48,107
